departement,longueur_m,prix_ht
52,5.6 m,780.9191999999999
53,5.6 m,473.4184
54,5.6 m,768.6831999999999
55,5.6 m,768.6831999999999
56,5.6 m,620.7472
57,5.6 m,772.6944
58,5.6 m,678.2288
59,5.6 m,695.4696
60,5.6 m,585.6216
61,5.6 m,473.4184
62,5.6 m,695.4696
63,5.6 m,695.4696
64,5.6 m,962.3248
65,5.6 m,962.3248
66,5.6 m,1244.7096
67,5.6 m,904.8984
68,5.6 m,904.8984
69,5.6 m,768.6831999999999
70,5.6 m,862.5784
71,5.6 m,780.9191999999999
72,5.6 m,331.64639999999997
73,5.6 m,915.0551999999999
74,5.6 m,915.0551999999999
75,5.6 m,521.6816
76,5.6 m,572.576
77,5.6 m,572.576
78,5.6 m,518.0383999999999
79,5.6 m,585.6216
80,5.6 m,682.24
81,5.6 m,952.7016
82,5.6 m,952.7016
83,5.6 m,1445.8400000000001
84,5.6 m,1210.5408
85,5.6 m,508.176
86,5.6 m,508.176
87,5.6 m,682.516
88,5.6 m,852.5688
89,5.6 m,695.4696
90,5.6 m,851.9064
91,5.6 m,518.0383999999999
92,5.6 m,518.0383999999999
93,5.6 m,518.0383999999999
94,5.6 m,518.0383999999999
95,5.6 m,518.0383999999999
01,6 m,853.8016
02,6 m,626.5248
03,6 m,688.5144
04,6 m,1652.288
,6 m,1652.288
06,6 m,1749.4399999999998
07,6 m,990.44
08,6 m,773.3752
09,6 m,1157.4199999999998
10,6 m,626.5248
11,6 m,1202.9048
12,6 m,1202.9048
13,6 m,1493.5144
14,6 m,517.4312
15,6 m,853.8016
16,6 m,634.9888
17,6 m,634.9888
18,6 m,571.0856
19,6 m,812.4936
21,6 m,738.0472
22,6 m,556.0896
23,6 m,626.5248
24,6 m,747.56
25,6 m,853.8016
26,6 m,968.7463999999999
27,6 m,517.4312
28,6 m,482.0664
29,6 m,734.5144
30,6 m,1227.248
31,6 m,968.7463999999999
32,6 m,968.7463999999999
33,6 m,812.4936
34,6 m,1297.0759999999998
35,6 m,517.4312
36,6 m,542.2711999999999
37,6 m,482.0664
38,6 m,987.6063999999999
39,6 m,853.8016
40,6 m,987.6063999999999
41,6 m,482.0664
42,6 m,812.5672
43,6 m,853.8016
44,6 m,517.4312
45,6 m,517.4312
46,6 m,853.8016
47,6 m,853.8016
48,6 m,1267.084
49,6 m,482.0664
50,6 m,564.5536
51,6 m,734.5144
52,6 m,812.4936
53,6 m,482.0664
54,6 m,812.5672
55,6 m,812.5672
56,6 m,626.5248
57,6 m,812.5672
58,6 m,688.5144
59,6 m,718.3224
60,6 m,596.9376
61,6 m,482.0664
62,6 m,718.3224
63,6 m,718.3224
64,6 m,1019.1624
65,6 m,1019.1624
66,6 m,1294.04
67,6 m,936.4728
68,6 m,936.4728
69,6 m,812.5672
70,6 m,890.6383999999999
71,6 m,812.4936
72,6 m,336.9456
73,6 m,944.44
74,6 m,944.44
75,6 m,542.2711999999999
76,6 m,582.6592
77,6 m,582.6592
78,6 m,527.7536
79,6 m,596.9376
80,6 m,688.5144
81,6 m,968.7463999999999
82,6 m,968.7463999999999
83,6 m,1542.992
84,6 m,1227.248
85,6 m,517.4312
86,6 m,517.4312
87,6 m,688.5144
88,6 m,890.6383999999999
89,6 m,718.3224
90,6 m,890.6383999999999
91,6 m,527.7536
92,6 m,527.7536
93,6 m,527.7536
94,6 m,527.7536
95,6 m,527.7536
