departement,poids_kg,prix_ht
71,90 à 99 kg,119.07
72,90 à 99 kg,45.45
73,90 à 99 kg,126.22500000000001
74,90 à 99 kg,132.52499999999998
75,90 à 99 kg,104.01
76,90 à 99 kg,104.01
77,90 à 99 kg,104.01
78,90 à 99 kg,104.01
79,90 à 99 kg,94.275
80,90 à 99 kg,104.01
81,90 à 99 kg,132.52499999999998
82,90 à 99 kg,126.22500000000001
83,90 à 99 kg,146.115
84,90 à 99 kg,139.14000000000001
85,90 à 99 kg,94.275
86,90 à 99 kg,94.275
87,90 à 99 kg,104.01
88,90 à 99 kg,126.22500000000001
89,90 à 99 kg,104.01
90,90 à 99 kg,126.22500000000001
91,90 à 99 kg,104.01
92,90 à 99 kg,104.01
93,90 à 99 kg,104.01
94,90 à 99 kg,104.01
95,90 à 99 kg,104.01
01,100 à 199 kg,119.07
02,100 à 199 kg,111.285
03,100 à 199 kg,111.285
04,100 à 199 kg,146.115
05,100 à 199 kg,139.14000000000001
06,100 à 199 kg,153.405
07,100 à 199 kg,132.52499999999998
08,100 à 199 kg,119.07
09,100 à 199 kg,139.14000000000001
10,100 à 199 kg,111.285
11,100 à 199 kg,139.14000000000001
12,100 à 199 kg,126.22500000000001
13,100 à 199 kg,146.115
14,100 à 199 kg,94.275
15,100 à 199 kg,119.07
16,100 à 199 kg,104.01
17,100 à 199 kg,104.01
18,100 à 199 kg,94.275
19,100 à 199 kg,111.285
20,100 à 199 kg,395.66999999999996
21,100 à 199 kg,119.07
22,100 à 199 kg,104.01
23,100 à 199 kg,104.01
24,100 à 199 kg,111.285
25,100 à 199 kg,126.22500000000001
26,100 à 199 kg,126.22500000000001
27,100 à 199 kg,94.275
28,100 à 199 kg,73.66499999999999
29,100 à 199 kg,111.285
30,100 à 199 kg,139.14000000000001
31,100 à 199 kg,132.52499999999998
32,100 à 199 kg,126.22500000000001
33,100 à 199 kg,119.07
34,100 à 199 kg,139.14000000000001
35,100 à 199 kg,94.275
36,100 à 199 kg,94.275
37,100 à 199 kg,73.66499999999999
38,100 à 199 kg,132.52499999999998
39,100 à 199 kg,126.22500000000001
40,100 à 199 kg,126.22500000000001
41,100 à 199 kg,73.66499999999999
42,100 à 199 kg,119.07
43,100 à 199 kg,126.22500000000001
44,100 à 199 kg,94.275
45,100 à 199 kg,94.275
46,100 à 199 kg,119.07
47,100 à 199 kg,126.22500000000001
48,100 à 199 kg,132.52499999999998
49,100 à 199 kg,73.66499999999999
50,100 à 199 kg,94.275
51,100 à 199 kg,111.285
52,100 à 199 kg,119.07
53,100 à 199 kg,73.66499999999999
54,100 à 199 kg,126.22500000000001
55,100 à 199 kg,119.07
56,100 à 199 kg,104.01
57,100 à 199 kg,126.22500000000001
58,100 à 199 kg,104.01
59,100 à 199 kg,119.07
60,100 à 199 kg,104.01
61,100 à 199 kg,73.66499999999999
62,100 à 199 kg,111.285
63,100 à 199 kg,111.285
64,100 à 199 kg,126.22500000000001
65,100 à 199 kg,132.52499999999998
66,100 à 199 kg,146.115
67,100 à 199 kg,132.52499999999998
68,100 à 199 kg,132.52499999999998
69,100 à 199 kg,119.07
70,100 à 199 kg,126.22500000000001
71,100 à 199 kg,119.07
72,100 à 199 kg,45.45
73,100 à 199 kg,126.22500000000001
74,100 à 199 kg,132.52499999999998
75,100 à 199 kg,104.01
76,100 à 199 kg,104.01
77,100 à 199 kg,104.01
78,100 à 199 kg,104.01
79,100 à 199 kg,94.275
80,100 à 199 kg,104.01
81,100 à 199 kg,132.52499999999998
82,100 à 199 kg,126.22500000000001
83,100 à 199 kg,146.115
84,100 à 199 kg,139.14000000000001
85,100 à 199 kg,94.275
86,100 à 199 kg,94.275
87,100 à 199 kg,104.01
88,100 à 199 kg,126.22500000000001
89,100 à 199 kg,104.01
90,100 à 199 kg,126.22500000000001
91,100 à 199 kg,104.01
92,100 à 199 kg,104.01
93,100 à 199 kg,104.01
94,100 à 199 kg,104.01
95,100 à 199 kg,104.01
01,200 à 299 kg,113.115
02,200 à 299 kg,105.73499999999999
03,200 à 299 kg,105.73499999999999
04,200 à 299 kg,138.81
05,200 à 299 kg,132.195
06,200 à 299 kg,145.755
07,200 à 299 kg,125.89500000000001
08,200 à 299 kg,113.115
09,200 à 299 kg,132.195
10,200 à 299 kg,105.73499999999999
11,200 à 299 kg,132.195
12,200 à 299 kg,119.91
13,200 à 299 kg,138.81
14,200 à 299 kg,89.58
15,200 à 299 kg,113.115
16,200 à 299 kg,98.82
17,200 à 299 kg,98.82
18,200 à 299 kg,89.58
19,200 à 299 kg,105.73499999999999
20,200 à 299 kg,385.20000000000005
21,200 à 299 kg,113.115
22,200 à 299 kg,98.82
23,200 à 299 kg,98.82
24,200 à 299 kg,105.73499999999999
25,200 à 299 kg,119.91
26,200 à 299 kg,119.91
27,200 à 299 kg,89.58
28,200 à 299 kg,69.99
29,200 à 299 kg,105.73499999999999
30,200 à 299 kg,132.195
31,200 à 299 kg,125.89500000000001
32,200 à 299 kg,119.91
33,200 à 299 kg,113.115
34,200 à 299 kg,132.195
35,200 à 299 kg,89.58
36,200 à 299 kg,89.58
37,200 à 299 kg,69.99
38,200 à 299 kg,125.89500000000001
39,200 à 299 kg,119.91
40,200 à 299 kg,119.91
41,200 à 299 kg,69.99
42,200 à 299 kg,113.115
43,200 à 299 kg,119.91
44,200 à 299 kg,89.58
45,200 à 299 kg,89.58
46,200 à 299 kg,113.115
47,200 à 299 kg,119.91
48,200 à 299 kg,125.89500000000001
49,200 à 299 kg,69.99
50,200 à 299 kg,89.58
51,200 à 299 kg,105.73499999999999
52,200 à 299 kg,113.115
53,200 à 299 kg,69.99
54,200 à 299 kg,119.91
55,200 à 299 kg,113.115
56,200 à 299 kg,98.82
57,200 à 299 kg,119.91
58,200 à 299 kg,98.82
59,200 à 299 kg,113.115
60,200 à 299 kg,98.82
61,200 à 299 kg,69.99
62,200 à 299 kg,105.73499999999999
63,200 à 299 kg,105.73499999999999
64,200 à 299 kg,119.91
65,200 à 299 kg,125.89500000000001
66,200 à 299 kg,138.81
67,200 à 299 kg,125.89500000000001
68,200 à 299 kg,125.89500000000001
69,200 à 299 kg,113.115
70,200 à 299 kg,119.91
71,200 à 299 kg,113.115
72,200 à 299 kg,43.155
73,200 à 299 kg,119.91
74,200 à 299 kg,125.89500000000001
75,200 à 299 kg,98.82
76,200 à 299 kg,98.82
77,200 à 299 kg,98.82
78,200 à 299 kg,98.82
79,200 à 299 kg,89.58
80,200 à 299 kg,98.82
81,200 à 299 kg,125.89500000000001
82,200 à 299 kg,119.91
83,200 à 299 kg,138.81
84,200 à 299 kg,132.195
85,200 à 299 kg,89.58
86,200 à 299 kg,89.58
87,200 à 299 kg,98.82
88,200 à 299 kg,119.91
89,200 à 299 kg,98.82
90,200 à 299 kg,119.91
91,200 à 299 kg,98.82
92,200 à 299 kg,98.82
93,200 à 299 kg,98.82
94,200 à 299 kg,98.82
95,200 à 299 kg,98.82
01,300 à 499 kg,107.46000000000001
02,300 à 499 kg,100.42500000000001
03,300 à 499 kg,100.42500000000001
04,300 à 499 kg,131.88
05,300 à 499 kg,125.625
06,300 à 499 kg,138.48
07,300 à 499 kg,119.60999999999999
08,300 à 499 kg,107.46000000000001
09,300 à 499 kg,125.625
10,300 à 499 kg,100.42500000000001
11,300 à 499 kg,125.625
12,300 à 499 kg,113.91
13,300 à 499 kg,131.88
14,300 à 499 kg,85.11
15,300 à 499 kg,107.46000000000001
16,300 à 499 kg,93.87
17,300 à 499 kg,93.87
18,300 à 499 kg,85.11
19,300 à 499 kg,100.42500000000001
20,300 à 499 kg,375.29999999999995
21,300 à 499 kg,107.46000000000001
22,300 à 499 kg,93.87
23,300 à 499 kg,93.87
24,300 à 499 kg,100.42500000000001
25,300 à 499 kg,113.91
26,300 à 499 kg,113.91
27,300 à 499 kg,85.11
28,300 à 499 kg,66.48
29,300 à 499 kg,100.42500000000001
30,300 à 499 kg,125.625
31,300 à 499 kg,119.60999999999999
32,300 à 499 kg,113.91
33,300 à 499 kg,107.46000000000001
34,300 à 499 kg,125.625
35,300 à 499 kg,85.11
36,300 à 499 kg,85.11
37,300 à 499 kg,66.48
38,300 à 499 kg,119.60999999999999
39,300 à 499 kg,113.91
40,300 à 499 kg,113.91
41,300 à 499 kg,66.48
42,300 à 499 kg,107.46000000000001
43,300 à 499 kg,113.91
44,300 à 499 kg,85.11
45,300 à 499 kg,85.11
46,300 à 499 kg,107.46000000000001
47,300 à 499 kg,113.91
48,300 à 499 kg,119.60999999999999
49,300 à 499 kg,66.48
50,300 à 499 kg,85.11
51,300 à 499 kg,100.42500000000001
52,300 à 499 kg,107.46000000000001
53,300 à 499 kg,66.48
54,300 à 499 kg,113.91
55,300 à 499 kg,107.46000000000001
56,300 à 499 kg,93.87
57,300 à 499 kg,113.91
58,300 à 499 kg,93.87
59,300 à 499 kg,107.46000000000001
60,300 à 499 kg,93.87
61,300 à 499 kg,66.48
62,300 à 499 kg,100.42500000000001
63,300 à 499 kg,100.42500000000001
64,300 à 499 kg,113.91
65,300 à 499 kg,119.60999999999999
66,300 à 499 kg,131.88
67,300 à 499 kg,119.60999999999999
68,300 à 499 kg,119.60999999999999
69,300 à 499 kg,107.46000000000001
70,300 à 499 kg,113.91
71,300 à 499 kg,107.46000000000001
72,300 à 499 kg,41.01
73,300 à 499 kg,113.91
74,300 à 499 kg,119.60999999999999
75,300 à 499 kg,93.87
76,300 à 499 kg,93.87
77,300 à 499 kg,93.87
78,300 à 499 kg,93.87
79,300 à 499 kg,85.11
80,300 à 499 kg,93.87
81,300 à 499 kg,119.60999999999999
82,300 à 499 kg,113.91
83,300 à 499 kg,131.88
84,300 à 499 kg,125.625
85,300 à 499 kg,85.11
86,300 à 499 kg,85.11
87,300 à 499 kg,93.87
88,300 à 499 kg,113.91
89,300 à 499 kg,93.87
90,300 à 499 kg,113.91
91,300 à 499 kg,93.87
92,300 à 499 kg,93.87
93,300 à 499 kg,93.87
94,300 à 499 kg,93.87
95,300 à 499 kg,93.87
01,500 à 1000 kg,102.09
02,500 à 1000 kg,95.4
03,500 à 1000 kg,95.4
04,500 à 1000 kg,125.28
05,500 à 1000 kg,119.295
06,500 à 1000 kg,131.52
07,500 à 1000 kg,113.64000000000001
08,500 à 1000 kg,102.09
09,500 à 1000 kg,119.295
10,500 à 1000 kg,95.4
11,500 à 1000 kg,119.295
12,500 à 1000 kg,108.21000000000001
13,500 à 1000 kg,125.28
14,500 à 1000 kg,80.83500000000001
15,500 à 1000 kg,102.09
16,500 à 1000 kg,89.16
17,500 à 1000 kg,89.16
18,500 à 1000 kg,80.83500000000001
19,500 à 1000 kg,95.4
20,500 à 1000 kg,365.865
21,500 à 1000 kg,102.09
22,500 à 1000 kg,89.16
23,500 à 1000 kg,89.16
24,500 à 1000 kg,95.4
25,500 à 1000 kg,108.21000000000001
26,500 à 1000 kg,108.21000000000001
27,500 à 1000 kg,80.83500000000001
28,500 à 1000 kg,63.165
29,500 à 1000 kg,95.4
30,500 à 1000 kg,119.295
31,500 à 1000 kg,113.64000000000001
32,500 à 1000 kg,108.21000000000001
33,500 à 1000 kg,102.09
34,500 à 1000 kg,119.295
35,500 à 1000 kg,80.83500000000001
36,500 à 1000 kg,80.83500000000001
37,500 à 1000 kg,63.165
38,500 à 1000 kg,113.64000000000001
39,500 à 1000 kg,108.21000000000001
40,500 à 1000 kg,108.21000000000001
41,500 à 1000 kg,63.165
42,500 à 1000 kg,102.09
43,500 à 1000 kg,108.21000000000001
44,500 à 1000 kg,80.83500000000001
45,500 à 1000 kg,80.83500000000001
46,500 à 1000 kg,102.09
47,500 à 1000 kg,108.21000000000001
48,500 à 1000 kg,113.64000000000001
49,500 à 1000 kg,63.165
50,500 à 1000 kg,80.83500000000001
51,500 à 1000 kg,95.4
52,500 à 1000 kg,102.09
53,500 à 1000 kg,63.165
54,500 à 1000 kg,108.21000000000001
55,500 à 1000 kg,102.09
56,500 à 1000 kg,89.16
57,500 à 1000 kg,108.21000000000001
58,500 à 1000 kg,89.16
59,500 à 1000 kg,102.09
60,500 à 1000 kg,89.16
61,500 à 1000 kg,63.165
62,500 à 1000 kg,95.4
63,500 à 1000 kg,95.4
64,500 à 1000 kg,108.21000000000001
65,500 à 1000 kg,113.64000000000001
66,500 à 1000 kg,125.28
67,500 à 1000 kg,113.64000000000001
68,500 à 1000 kg,113.64000000000001
69,500 à 1000 kg,102.09
70,500 à 1000 kg,108.21000000000001
71,500 à 1000 kg,102.09
72,500 à 1000 kg,38.97
73,500 à 1000 kg,108.21000000000001
74,500 à 1000 kg,113.64000000000001
75,500 à 1000 kg,89.16
76,500 à 1000 kg,89.16
77,500 à 1000 kg,89.16
78,500 à 1000 kg,89.16
79,500 à 1000 kg,80.83500000000001
80,500 à 1000 kg,89.16
81,500 à 1000 kg,113.64000000000001
82,500 à 1000 kg,108.21000000000001
83,500 à 1000 kg,125.28
84,500 à 1000 kg,119.295
85,500 à 1000 kg,80.83500000000001
86,500 à 1000 kg,80.83500000000001
87,500 à 1000 kg,89.16
88,500 à 1000 kg,108.21000000000001
89,500 à 1000 kg,89.16
90,500 à 1000 kg,108.21000000000001
91,500 à 1000 kg,89.16
92,500 à 1000 kg,89.16
93,500 à 1000 kg,89.16
94,500 à 1000 kg,89.16
95,500 à 1000 kg,89.16
